on TV,TV에서
once and again,재삼/ 여러 번
once for all,이번 한 번만/ 딱부러지게
once more,한 번 더
once upon a time,옛날에
one ~ another ~,어떤 것은 ~ 또 다른 어떤 것은~
one ~ the others,하나는 ~ 나머지 전부는 ~
one after another,차례차례로
one after the other,교대로
one and all,모두 한결같이
one another,서로(셋 이상 사이에)
one by one,하나씩
one day,어느 날 (과거의)
one morning,어느 날 아침
only a few,불과 몇
open a new front,새로운 전선을 구축하다
opponent of,~에 대한 반대자
or so,약/ ～쯤
other than,～외에는/ ～와는 다른
out of,~(원료)로/ ~를 가지고/ ~ 중의
out of earshot,~의 소리가 들리지 않을 만큼 먼
out of one's wits,제 정신을 잃고
out of order,고장난
out of place,부적당한/ 제자리에 놓이지 않은
out of sight,안 보이는
out of sorts,불쾌한
out of spite,악의로
out of the question,불가능한
over and over again,여러 번 반복해서
over there,저기에
owe A to B,A는 B 덕분이다
owing to,～때문에
pan out,전개되다/ 진행되다
part from+사람,～와 헤어지다
part with+물건,～을 내놓다
pass away,돌아가시다/ 지나쳐 사라지다
pass down,~을 (후세에) 전하다
pass for,～으로 통하다
pass through,경험하다/ 겪다
pay a visit to,~을 방문하다
pay attention to,～에 주의하다
pay for,지불하다
pay high prices,높은(비싼) 가격을 지불하다
pay off,(빚 등을) 갚다/ 이득을 보다/ 성취하다
persist in,고집하다
pick on,~을 괴롭히다
pick out,고르다
pick up,집어 올리다/ 줍다/ 차에 태워 주다
picture to oneself,상상하다
piece together,(조각 등을) 짜 맞추다/ 이어 맞추다
pissed off,화가 나는/ 짜증나는
play a part,역할을 하다
play a trick on,~에게 장난치다
plenty of,많은/ 충분한
plunge in,(안으로) 벌컥 뛰어들다/ 맹렬히 돌진하다
point out,지적하다
pour into,~에 들이붓다/ ~로 쏟아져 들어오다
prepare for,~을 준비하다
pretend to,~인 체하다
prevail on,～를 설득하다
prevent ~ from ~ing,~이 하는 것을 막다
prevent ～from,～을 막다
pride oneself on,～을 자랑하다
prior to,～의 이전의
proceed to,~로 나아가다/ ~를 (계속) 진행하다
provide for,부양하다/ 대비하다
provided (that),만약 ～하면
providing (that),가령 ~하면
puff some strings,영향력을 발휘하다
pull away from,~로부터 몸을 빼다/ 몸을 돌리다
pull back,물러나다/ 취소하다
pull over,(차를) 길가에 세우다
pursuit of,~의 추구
put down,내려놓다
put into practice,실시하다
put off,연기하다
put on,입다
put on airs,잘난 체하다
put out,불을 끄다
put through,연결하다/ (시련 등을) 겪게 하다
put to use,사용하다
put up at,～에 숙박하다
put up with,참다
qualify for,~의 자격을 얻다
quite a few,꽤 많은
rain cats and dogs,비가 억수같이 쏟아지다
rather A than B,B라기보다는 A
read A to B,A를 B에게 읽어 주다
read between the line,행간의 숨은 뜻을 읽다
read through,통독(通讀)하다
ready to+동사,기꺼이 ～하는
refer to,언급하다/ ～의 탓으로 돌리다
refrain from,～을 삼가다
regard A as B,A를 B로 간주하다
regardless of,～에도 불구하고/ ～에 관심 없이
rely on,～에 의존하다/ 믿다
remember ~ing,~ 한 것을 기억하다
remind A of B,A에게 B를 생각나게 하다
resign oneself to,～을 체념하여 받아들이다
resort to,자주 드나들다/ ～에 의지하다
respond to,~에 반응하다
rest on,～에 의존하다/ ～에 달려 있다
rest with,(결정권 등이) ~에게 달려 있다
result from,결과로서 ～이 생기다
result in,결국 ～이 되다
rid A of B,A에게서 B를 제거하다
ride a horse,말을 타다
right away,즉시/ 당장에
right here,바로 여기에
right now,바로 지금
rip off,~을 훔치다
rise in the world,출세하다
rise to one's feet,일어서다
rob A of B,A에게서 B를 빼앗다
root out,～을 근절하다
rule out,(규칙에 의해) 제외하다
run a risk,모험하다
run across,뜻밖에 만나다
run after,～을 뒤쫓다
run against,부딪치다
run at,달려들다
run away,도망가다
run for,~에 출마하다
run into,충돌하다
run one's own business,(개인) 사업을 경영하다/ 자영업을 하다
run out of,～이 부족하다
run out of steam,기력이 다하다
run over,훑어보다/ (차가) 치다
run short of,～이 부족해지다
safe and sound,무사히
say to oneself,~라고 마음속으로 생각하다/ 혼잣말을 하다
screw up,나사로 고정시키다/ ~을 엉망으로 하다
search for,~을 찾다
search for (or after),～을 찾다
second to none,최고의
see into,조사하다
see off,전송하다
see to (it that),～에 주의하다/ ～하도록 하다
seeing that,～을 고려하건대
seek to,~하려고 (시도)하다
sell out,매진하다/ 다 팔다
send for,～를 부르러 보내다
send forth,내다/ 방출하다
serve right,당연한 벌이다
set ~ apart,~을 ~와 다르게 만들다/ 차별화시키다
set about,시작하다
set aside,제쳐놓다/ 저축하다
set free,석방하다
set in,시작하다
set off,출발하다
set out(or off),출발하다/ 착수하다
set sail,출항하다/ 항해를 시작하다
set store by,～을 중히 여기다
set to,시작하다/ 착수하다
set up,설립하다
settle down,정착하다
settle in,~에 정착하다/ ~에 자리 잡다
shake hands with,악수하다
shake off,털어내다
share ~ with,~을 ~와 공유하다/ 나누다
share in,～을 분담하다
short of,～이 부족한
should have+p.p,했어야 했다 (실제로는 안했다)
show around,여기저기 안내하다
show off,자랑하다
sick in bed,병으로 누워 있는
sick of,～에 싫증이 난
side by side,나란히
sit for,시험을 치르다
sit in,(on) ~에 참관하다/ (for) ~을 대신하다
sit on,~위에 (놓여) 있다
sit up,늦게까지 앉아 있다
slap down,마구 비난하다
so (that),그래서
so as to,~하기 위해서
so far,지금까지
so that ~ may,~하기 위해서
so to speak,말하자면
so+형용사+that ~,너무 ~해서 ~하다(결과)
some ~ others ~,~하는 사람도 있고 ~하는 사람도 있다
some day,어느 날 (미래의)
some time or other,조만간
sooner or later,조만간
speak out,거리낌 없이 말하다
speak to,~에게 말을 걸다
speaking of,~에 관해서 말한다면
speed up,속도를 올리다/ 가속화하다
spend+(in) ~ing,~하는데 ~을 쓰다
split ~ into,~을 ~으로 나누다/ 분리하다
spread out,퍼지다/ 퍼져 나가다
stake out,잠복근무를 시키다
stand a chance of,～의 가능성이 있다
stand alone,홀로 서다/ 자립하다
stand by,지지하다/ ～를 편들다
stand for,대표하다/ 지지하다/ 참다
stand in the way,방해가 되다
stand out,눈에 띄다/ 끝까지 버티다
stand up,일어서다
stare at,~을 뚫어지게 바라보다/ ~을 응시하다
start at,~에서 시작되다
start for,~을 향해서 출발하다
stay away (from),~을 가까이 하지 않다/ 피하다
stay on,제 위치에 놓여 있다/ 계속 머무르다
steal away,몰래 사라지다
step by step,한 걸음 한 걸음
stick around,가지 않고 있다
stick out,눈에 띄다/ 잘 보이다
stick to,들어붙다/ 고수하다
stick together,함께 뭉치다
straighten out,~를 바로잡아 주다
stream into,들어오다/ 유입되다/ 밀려들다
strive for,～을 얻으려고 노력하다
substitute A for B,B를 A로 대신하다
succeed in,성공하다
succeed to,계승하다/ 상속하다
such as,～과 같은
such+명사+that ~,너무 ~해서 ~하다
suffer from,～으로 고생하다
sum up,요약하다/ 총계를 내다
supply A with B,A에게 B를 공급하다
supposed (that) ~,가령 ~하면
supposing (that) ~,가령 ~하면
swarm with,~이 가득하다/ ~이 득시글거리다
swear in,맹세하다
sweep over,~을 휩쓸다
swept by,~에 휩쓸린/ ~에 쓸려간
switch on(off),～를 켜다(끄다)
sympathize with,～를 동정하다
take ~ aside,~을 한쪽으로[옆으로] 데리고 가다
take ～ into account,～을 고려하다
take a break,잠깐 휴식하다
take a fancy,～을 좋아하다
take A for B,A를 B로 잘못보다
take a look at,훑어보다/ ~을 보다
take a nap,낮잠을 자다
take a picture of,~의 사진을 찍다
take a rain check,다음으로 미루다
take A to B,A를 B로 데리고 가다
take a walk,산보하다
take account of,～을 고려하다
take advantage of,이용하다
take advice,충고를 받아들이다
take after,～를 닮다
take back,되찾다
take by surprise,놀라게 하다/ 기습을 하다
take care of,돌보다
take charge of,～의 책임을 지다
take down,내리다
take in,맞아들이다/ 속이다/ 받아들이다/ 호흡하다
take it for granted that,～을 당연한 것으로 여기다
take leave of,～와 작별하다
take notice of,～을 주목하다
take off,이륙하다
take one's time,서두르지 않다
take over,인수하다/ 인계받다/ 차지하다/ 점령하다
take part in,～에 참가하다
take pity on,불쌍히 여기다
take place,발생하다
take pride in,～를 자랑하다
take the place of,～을 대신하다
take to,～에 빠지다
take turns,번갈아 하다
take up,차지하다
teach oneself,독학하다
tear away from,~에서 떼어 놓다/ ~에서 떠나다
tell A from B,A와 B를 구별하다
tell on,～에 영향을 미치다
ten to one,십중팔구/ 아마
tend to,～하는 경향이 있다
thank to,～덕분에
thanks A for B,A에게 B에 대해서 감사하다
thanks to,~덕분에/ ~덕택에/ ~에 감사하다
that is (to say),즉
that of ~,명사의 반복을 피하기 위한 that of ~
the day after tomorrow,모레
the day before yesterday,그저께
the last ~,가장 ~할 것 같지 않은
the moment,～하자마자
the other day,전날
the pros and cons,찬반양론/ 장단점
the same ~ as ~,~와 같은 종류의
the time ~ when A,A 하는 시간이 ~하다
the 비교급~ the 비교급,~하면 할수록 그만큼 더 ~
there is no ~ing,~을 할 수 없다/ ~하는 것은 불가능하다
there is no use ~ing,~하는 것은 소용없다
think about,~에 대해서 생각하다
think highly of,～을 높이 평가하다
think it better ~ for ~ to,~ 하는 편이 좋다고 생각하다
think little of,～을 경시하다
think of,~을 생각하다
think out,생각해 내다
think over,곰곰이 생각하다
through thick and thin,좋을 때나 나쁠 때나
throw a party,파티를 열다
throw away,버리다
throw money down the drain,돈을 물 쓰듯 쓰다
throw up,토하다
tide over,극복하다
to no end,헛되이
to no purpose,헛되이
to one’s surprise,놀랍게도
to say nothing of,～은 말할 것도 없이
to the contrary,그와는 달리
to the effect that,～이라는 취지로
to the point,적절한/ 요령 있는
to the purpose,적절한/ 요령 있는
too ~ to ~,너무 ~ 해서 ~ 할 수 없다
true of,～에 적용되는
try on,시험해 보다/ 입어 보다
turn ～ to account,～을 이용하다
turn a deaf ear to,～을 듣지 않다
turn away,(등을) 돌리다/ 멀어지다
turn down,거절하다
turn in,제출하다
turn off,끄다
turn on,켜다
turn out,입증되다
turn to,의지하다
turn up,나타나다
umbrella term,포괄어
up front,선불로/ 앞쪽에
up to,~까지
up to date,현대식의/ 최신 유행의
upon my words,맹세코
upside down,거꾸로
used to+do,~하곤 했다(규칙적)
vote for,~을 투표로 뽑다/ ~에 투표하다
wait for,기다리다
wait on,시중들다
wake up,잠을 깨다
ward off,~을 피하다/ 막다
watch out,감시하다/ 돌보다
wear off,차츰 사라지다/ 없어지다
wear out,닳아버리다/ 지쳐버리다
weary of,～에 싫증이 난
well off,유복한
what for,무엇 때문에
what is better,더욱 ~한 것은
what is called,이른바
whether ~ or not,~이든지 아니든지
with a smile,미소를 짓고서
with a view to ~ing,~하기 위해서
with all,~에도 불구하고
with ease,용이하게/ 손쉽게
with interest,흥미를 갖고서
with regard to,～에 관하여
with surprise,놀라서
with the view of ～ing,～할 목적으로
with+목적어+분사,~한 채로
without fail,틀림없이
wonder if,~ 여부를 궁금해 하다
work with,~에 작용하다/ ~에 효과가 있다
worse than useless,백해무익한
would like to+do,~하고 싶다
would rather ~ than,~하느니 차라리 ~하겠다
would+do,~하곤 했다(불규칙한 습관)
wound up,(연설/ 모임 등을) 마무리 짓다
write to,~에게 편지를 쓰다
zealous for,～을 열망하는
배수+비교급+than ~,~보다 더 ~한
부정문 much less,~ 아니다/ 하물며/ ~은 더욱 아니다
비교급 than any other,다른 어떤 것보다 더 ~한
Look who’s here!, 이게 누구야!
How have you been?, 그동안 어떻게 지냈어?
haven’t changed a bit, 하나도 안 변했다
say hello to sb, ~에게 안부를 전하다
keep in touch, 연락하다
What a small world, 세상 참 좁다
Long time no see, 오랜만이다
be doing great, 잘 지내고 있다
Catch you later, 다음에 보자
Don’t mention it, 별말을 다 해/천만에요
You shouldn’t have!, 이러지 않아도 되는데!
give sb a ride, ~를 태워주다
That’s what friends are for, 친구 좋다는 게 뭐야
be oneself, 평소처럼 행동하다
Don’t bother, 일부러 그럴 거 없어
Something smells fishy, 수상한 냄새가 난다
What’s sb/sth like?, ~은 어때?
It slipped one’s mind, 깜빡 잊어버렸어
Don’t tell me S+V, 설마 ~하려는 건 아니겠지
go with the flow, 대세를 따르다
get the feeling that S+V, ~라는 느낌이 들다
behind one’s back, ~등 뒤에서/~몰래
Nothing beats sth, ~만 한 것이 없다/~이 최고다
might as well+do, ~하는 게 나을 것 같다
postpone sth for another day, 다른 날로 연기하다
previous engagement, 선약
come to think of it, 다시 생각해 보니
drinking session, 술자리
Care for some coffee? ,커피 한잔 할래?
go easy on sth, ~을 적당히 하다
It’s not gonna kill you to+do,~한다고 큰일 안 난다
Don’t forget to+do,~하는 거 잊지 마
pull some strings, 백을 쓰다/연줄을 대다
have good connections, 좋은 인맥이 있다
be a big fan of sb/sth, ~의 팬이다/~을 좋아하다
look on the bright side, 긍정적으로 생각해
fix the date, 날짜를 확정하다
Too bad S+V, ~라서 안타깝다
keep sb posted, (진행 상황을) 계속 알려 주다
keep sb waiting, ~를 기다리게 하다
When is the most convenient time?, 언제가 가장 편하세요?
make time, 시간을 내다
What do you mean?, 무슨 뜻이죠?
make a reservation, 예약하다
How many in your party?, 인원이 몇 명이시죠?
have a room[table] for+숫자,? ~인용 방[테이블] 있나요?
on a+형용사+basis, ~을 기준으로
I’m calling to+do,~하려고 전화 드렸어요
make no difference, 별 차이가 없다
be admitted (to+장소), (~에) 입장하다
There are four of us in my family, 우리 가족은 네 명입니다
give sb a hand with sth, ~가 …하는 걸 돕다
make an excuse, 핑계를 대다
take it out on sb, ~에게 화풀이 하다
All you have to do is+do/명사, ~하기만 하면 된다
How come S+V?, 왜 ~하는 거야?
do sth oneself, 스스로 ~하다
improve one’s ability, 능력을 키우다
Want to come along?, 같이 갈래?
come along, 따라가다
hit the road, 여행을 떠나다
wouldn’t miss it for anything, 꼭 참석하다
Just bring yourself, 그냥 몸만 오세요
for a change, 기분 전환 삼아
get out of hand, 감당이 안 된다
be in a good[bad] mood, 기분이 좋다[나쁘다]
be cut out to+do,~에게 적합하다/어울리다
kiss up to sb, ~에게 아부하다/애교떨다
get along with sb, ~와 잘 지내다
Spit it out, 솔직히 말해 봐
The thing is S+V, 문제는 ~이다
give sb a hard time, ~를 힘들게 하다
get back together, (헤어진 후) 다시 만나다
cheat on sb ,바람을 피우다
cross the line, 너무 하다/선을 넘다
It’s not like S+V, ~인 것도 아니잖아
ask sb to+do,~에게 …해 달라고 부탁하다
I must admit S+V, 솔직히 ~하다
put sth on the market, ~을 시장에 내놓다
cut back on sth, ~을 줄이다
calm down, 진정하다
What’s the deal?, 무슨 일이야?
have sb over, ~를 집에 초대하다
What’s the occasion?, 무슨 일이죠?
tell sb what to do, ~에게 잔소리 하다
Over my dead body!, 절대로 안 돼!
the real good kind, 좋은 부류
have sth in common, 공통점이 많다
on such short notice, 촉박하게/급하게
be not feeling well, 몸이 좋지 않다
call in sick, 병가를 내다
take a few days off, 며칠 쉬다
Thanks for your concern, 걱정해 줘서 고마워
24/7 = around the clock,밤낮으로
work overtime, 야근하다
I’m telling you, 정말이야
nobody can stop sb, 아무도 ~를 못 말리다
What’s up with sth?, ~은 대체 왜 그래?
book sth in advance, ~을 미리 예약하다
office dinner, 사무실 회식
go over sth, ~을 검토하다
Sounds good, 좋은 생각이야
take sb outside, ~를 밖으로 데려 가다
catch a late-night movie, 심야영화를 보다
sign up for sth, ~을 신청하다
stick to sth, ~을 고수하다/계속하다
play in the yard, 야외에서 놀다
It’s now or never, 지금 아니면 안 돼
This is ridiculous, 말도 안 돼/어이가 없다
get a flat tire, 타이어 펑크가 나다
drop sb off, ~를 차에서 내려주다
Maybe you should+do, ~하는 게 좋을 거야
the insurance company, 보험회사
be late to work, 출근이 늦다
immediate supervisor, 직속 상사
return a call, 회신 전화를 하다
be booked solid, 스케줄(예약)이 꽉 찼다
go for a drink, 술 마시러 가다
Time to call it a day, 끝낼 시간이야
What’s up?, 무슨 일이죠?
sneak out, 몰래 빠져나가다
call it a day, 하루를 마감하다
wrap sth up, ~을 마무리 하다
speak of the devil, 호랑이도 제 말 하면 온다더니
ask for sth, ~을 요구하다/~을 찾다
one moment, 잠시만요
worry about sb/sth, ~에 대해 걱정하다
can’t take eyes off sb/sth, ~에서 눈을 떼지 못하다
pay attention to sb/sth, ~에 관심을 기울이다
Don’t be silly, 바보 같이 굴지 마
Times have changed, 세상이 달라졌어
sth is a mess, (~의 상태가) 엉망이다
Not to worry, 걱정 마
What if S+V?, ~하면 어떻게 하죠?
blackmail sb into+(동)명사, ~하라고 협박하다
keep an eye on sb/sth, ~을 지켜보다
commit a crime, 범죄를 저지르다
break the law[rules], 법규[규정]을 어기다
report to the police, 경찰에 신고하다
be in a sticky situation, 어려운 상황에 처하다
go for a drive, 드라이브 가다
be taken in by sb/sth, ~에(게) 속다
be allowed to+do,~하는 것이 허용되다
by any chance, 혹시
Just throw away, 갖다 버려
see if S+V, ~인지 확인해 보다
split up, (남녀가) 헤어지다
What’s the point of ~ing?,~하는 것이 무슨 소용 있어?
set A up with B, A에게 B를 소개시켜 주다
go one’s separate ways, 각자의 길을 가다
have no idea, 전혀 모르겠다
get over sb, ~를 잊다/극복하다
Here we go again, 또 시작이야
make sth clear, ~을 분명히 하다
I hate to say this but~,이런 말하기 싫지만
count sb/sth out, ~를 제외시키다
take action, 조치를 취하다
dead wrong, 완전히 틀린
what I want you to do, 당신에게 원하는 것
Let it go, 신경 꺼
owe sb an apology, ~에게 사과할 게 있다
It’ll never happen again, 다신 이런 일 없을 거야
make up for sth, ~을 보상하다/만회하다
twist one’s arm, 억지로 강요하다/엎드려 절 받다
happen to sb, (어떤 일이) ~에게 일어나다
Forget it, 됐어/신경 쓰지 마
Now you’re talking, 바로 그거야
be in a hurry, 서두르다/바쁘다
can’t wait to do ,~하고 싶어 죽겠다
Just because A doesn’t mean B, A한다고 해서 B 하는 것은 아니다
take whatever ~ you need[want] ,편한 대로 하세요
slow down, 속도를 늦추다
go out, (남녀가) 사귀다
good match, 좋은 상대/배우자
You’re all dressed up, 쫙 빼 입었네
haven’t p.p. in+기간, ~동안 …하지 않았다
That’s where S+V, 그 점이 ~하는 거야
wait and see ,두고 보다/지켜보다
clothes make the man, 옷이 날개다
wash-and-wear, (물빨래해서 입는) 싸구려 옷
drop it, 됐어/그만해
I’ll show you what I’m made of, 내가 어떤 사람인지 보여 줄께
Suit yourself!, 맘대로 해!
What do you think of sb/sth?,~을 어떻게 생각해?
go on a vacation, 휴가를 떠나다
take sb to+장소, ~를 …에 데리고 가다
Give me a break, 한 번만 봐줘
try sth out, (시험 삼아) 착용하다
buy sth on impulse, 충동구매하다
I’m so jealous of you, 정말 부럽다
be in the mood for sth, ~을 하고 싶은 기분이다
hit the bars, 술 마시러 가다
get wasted, 만취하다
get the bill, (음식 값을) 지불하다
can’t remember a thing, 아무 기억이 안 나다
suffer from sth, ~으로 고통받다
hangover soup, 해장국
hangover chaser, 해장국
It’s no big deal, 별일 아니야
fight over nothing, 사소한 일로 싸우다
have trouble ~ing, ~하는 데 어려움을 겪다
grow up to be+명사, 커서 ~가 되다
Never mind, 신경 쓰지 마
to some degree, 어느 정도까지
adjust to+(동)명사, ~에 적응하다
What’s wrong with it?, 뭐 어때서요?
have an eye for sth, ~에 대한 안목이 있다
A look good in B, A에게 B가 잘 어울리다
take one’s side, ~의 편을 들다
way too+형용사, 너무 ~하다
wear sth to the party, ~을 입고 파티에 가다
You’re impossible, 넌 구제불능이야
stay up all night, 밤을 꼬박 새우다
live it up, 신나게 즐기다
keep it a secret, 비밀로 하다
get a move on, 서두르다
the finals, 기말고사
party pooper, 분위기를 망치는 사람
Watch your language, 말조심해
mean to+do,일부러 ~한 건 아니다
hurt one’s feelings, ~의 감정을 상하게 하다
How many times do I have to+do?,대체 몇 번을 ~해야 하니?
Don’t even think about it, 꿈도 꾸지 마
be attracted to sb, ~에게 매력을 느끼다
ask sb out, ~에게 데이트 신청하다
It won’t hurt to try, 손해 볼 건 없다/밑져야 본전이다
be into sb/sth, ~에 빠지다/좋아하다
out of one’s league, ~에게 과분한
Is she seeing someone?, 사귀는 사람이 있는 거야?
already taken, 이미 임자가 있는
신체부위 is killing me, ~가 아파 죽겠어
get some rest, 휴식을 취하다
in the blink of an eye, 눈 깜짝할 사이에
cut sb some slack, ~의 사정을 봐주다
be almost done, 거의 다 했다
It’ll take a second, 얼마 안 걸릴거야
have had it (with sth), ~에 질리다
take out the garbage, 쓰레기를 버리다
hang out with sb, ~와 어울려 놀다
see what I can do, (가능하지) 알아보다
Don’t get your hopes up, 너무 기대하지 마세요
on one’s way out, 나가는 길에
pizza place, 피자 가게
break down, (기계가) 고장나다
What took you so long?, 왜 이렇게 늦었어?
get stuck in traffic, 차가 막히다
get caught speeding, 속도위반에 걸리다
Nothing is working out, 되는 일이 없다
traffic is heavy, 차가 밀리다
at this time of (the) day, 하루 중 이 시간에
be through a lot, 많은 일을 겪다/경험하다
pay a fine, 벌금을 내다
Anything good happen?, 무슨 좋은 일 있어?
be written all over one’s face, 얼굴에 다 쓰여 있다
get accepted to+학교(회사), ~에 합격하다/입학 허가를 받다
Everything is under control, 모든 일이 잘 진행되다
take the credit, 공[업적]을 차지하다
It’s coming up, 얼마 안 남았어
take a risk, 모험을 하다/위험을 감수하다
when is sb/sth due?, ~의 마감일[예정일]이 언제죠?
get together, 모이다/만나다
Sounds like a plan, 좋은 생각이야
insurance coverage, 보험
sth is coming up, ~이 다가오고 있다
It’s about 3 months away, 3개월 정도 남았어요
If it’s all right  I’d like to+do,괜찮다면 ~하고 싶어요
step on it, (자동차) 속도를 내다/빨리 가다
let sb out, (차에서) 내려 주다
Enjoy your stay, 즐거운 시간 되세요
take a short cut, 지름길로 가다
at this time, 지금 시간에는
Here we are, 다 왔습니다
Why not?, 안 될 거 없지
make fun of sb/sth, ~를 놀리다
That’s what sb say[think], ~가 그렇게 말하지[생각하지]
get sb wrong, ~를 오해하다
call sb back, ~에게 다시 전화하다
be upset, 화가 나다
gold digger, 돈 많은 남자를 쫓는 여자
take a guess, 대충 맞추다/찍다
put everything aside, 만사를 제쳐 두다
try everything, 모든 노력을 다하다
be all talk, 항상 말뿐이다
go up, (점수· 가격이) 오르다/(수치· 혈압이) 올라가다
be not sure about sth, ~에 대해 잘 모르겠다
The key is to+do,비결은 ~하는 것이다
take a while, 시간이 좀 걸리다
Now that you mention it, 얘기가 나와서 말인데
get cold feet, (긴장해서) 겁을 먹다
go along with sth, ~에 동의하다
help with sth, ~에 도움을 주다
No worries, 걱정하지 마
Well begun is half done, 시작이 반이다
Why the+명사?, 왜 ~인 거야?
Good thing S+V, ~라서 다행이다/~하길 잘했다
be sick of+(동)명사, ~에 질리다/싫증나다
be messed up, 망치다/엉망이 되다
complain about sth, ~에 대해 불평하다
ignore one’s text, 문자를 씹다
What brings you here?, 여긴 어쩐 일이야?
be in the neighborhood, (볼일 있어) 근처에 오다
grab a bite to eat, 간단히 요기를 하다
favorite hangout, 단골집/자주 가는 곳
drop by, 잠시 들르다
When was the last time S+V?, 마지막으로 ~한게 언제죠?
get a medical checkup, 건강 검진을 받다
How did sth go?, 결과가 어떻게 되었나요?
be under a lot of stress, 스트레스를 많이 받다
blood pressure, 혈압
take good care of sb/sth, ~을 각별히 보살피다
One’s hands are full, 정신없이 바쁘다
be not what it used to be, 예전 같지 않다
Sth is not my thing, ~은 내 취향이 아니다
play to one’s strengths, 강점을 발휘하다
What can I say?, [체념] 어쩌겠어요?
When it comes to+명사, ~에 관해서라면
from Monday through Wednesday, 월요일부터 수요일까지
take sb into ~ing, ~를 …하도록 설득하다
blame sb for sth, ~때문에 …를 탓하다
can’t take it anymore, 더 이상 못 참다
hate the way S+V, ~하는 방식이 마음에 안 들다
one’s stomach feels heavy, 속이 더부룩하다
shouldn’t have+p.p., ~하지 말았어야 했어
go on a diet, 다이어트하다
get goose bumps, 소름[닭살]이 돋다
be+형용사+to death, ~해서 죽겠다
bundle up, (옷을) 껴입다/따뜻하게 입다
behind the wheel, 운전 중인
a fender-bender, (경미한) 접촉 사고
It’s just a cold snap, 그냥 꽃샘추위야
Hold on  please, 잠시만요
Is sb available?, ~씨 계신가요?
step out, 잠시 나가다
be out of town, 출장 중이다
get back to sb ,~에게 회신 전화하다
get in, (사무실에) 들어오다
be out to lunch, 점심 먹으러 외출하다
act one’s age, 나잇값을 하다/철이 들다
Look who’s talking, 사돈 남 말 하네
Mind your own business, 너나 잘 해
come to one’s senses, 제정신이 들다
be hooked on sth, ~에 중독되어 있다
kick one’s ass, ~를 혼내주다
Knock it off!, 그만 좀 해!
wait in line, 줄 서서 기다리다
get interested in sth, ~에 관심을 갖다
I wasn’t born yesterday, 나도 알 건 알아/나 바보 아니야
rub it in, 아픈 데를 건드리다/염장 지르다
keep up with sth, ~을 따라가다
No offense  but, 불쾌하게 하려는 건 아닌데
I don’t buy it, 믿을 수 없어
You’ll never guess 의문사+S+V, ~했는지 상상도 못할 걸
play the field, 여러 사람과 사귀다
have feeling for sb, ~에게 마음이 있다
have a lot on one’s mind, 생각이 많다/머리가 복잡하다
stand sb up, ~를 바람맞히다
play hard to get, 까다롭게 굴다/튕기다
How (old) do I look?, (나이가) 어때 보여요?
look young for one’s age, 나이에 비해 어려 보이다
be up for sth, ~을 먹고 싶다
be picky about sth, ~에 대해 까다롭다
be in one’s mid-30s, 30대 중반이다
be pushing 40, 곧 40세가 된다
get that a lot, 그런 말 많이 듣는다
have gone for the day, 이미 퇴근했다
be in charge of sth, ~을 담당하다/책임지다
Sorry to bother you, 귀찮게 해서 죄송해요
do sb a favor, ~의 부탁을 들어 주다
be off, 휴무이다
family emergency, 급한 가정사
Sure thing, 물론이죠.
Make it on time, 제시간에 와
toss and turn, (잠 못 들고) 뒤척이다
couldn’t sleep a wink, 한숨도 못 잤다
set the alarm, 알람을 맞추다
sleep in, (일부러) 늦잠 자다
be in the middle of+(동)명사, ~하는 중이다
the black sheep, 골칫덩어리
speaking of which, 말이 나와서 말인데
go by the book, 원칙대로 하다
play it safe, 신중을 기하다/안전하게 하다
be out of shape, 몸매가 망가지다/건강이 좋지 않다
gain[lose] weight, 체중이 늘다[줄다]
work out, 운동하다/(일이) 잘 되다
go on a crash diet, 속성 다이어트를 하다
What’s bothering you?, 무슨 고민 있어?
feel left out, 소외감을 느끼다/왕따가 된 기분이다
Time heals all wounds, 시간이 약이야
back sb up, ~에게 맞장구치다/지지하다
It’s nothing, 별거 아니야
I can’t thank you enough, 정말 고마워
I think I’ll pass, 사양할게요
have a lot of nerve, 뻔뻔하다
Something comes up, 무슨 일이 생기다
have a sore throat, 목이 아프다
hair of the dog, 해장술
I couldn’t help it, 어쩔 수 없었어
be (in) between jobs, 구직 중이다/취업 준비 중이다
lie low, 잠수 타다/두문불출하다
take one’s time, 천천히 하다/쉬엄쉬엄 하다
beat one’s head against the wall, 맨땅에 헤딩하다
haven’t seen sb around, 요즘 못 봤다
late bloomer, 대기만성형 사람
I’m flattered, 과찬이세요
There’s no rush, 서두를 거 없어
reflect on oneself, 자신을 반성하다
be on the right track, 제대로 하고 있다
live in the past, 과거에 연연하며 살다
take responsibility for sth, ~에 책임을 지다
be just around the corner, ~이 코앞으로 다가오다
the end of the year, 연말
skip one’s dinner[breakfast], 저녁[아침] 식사를 거르다
lose one’s appetite, 식욕(입맛)을 잃다
Have it your way, 좋을 대로 해라
May I be excused?, 먼저 일어나도 되죠?
come and get it!, 와서 밥 먹어라!
taste funny, 맛이 이상하다
Anything is fine by me, 아무거나 괜찮아요
be sold out, 매진되다/품절되다
Nature calls (me), 화장실 가고 싶다
save one’s seat, ~의 자리를 잡다
put sth on vibrate[mute], 진동[무음]으로 바꾸다
sit on the sides, 가장자리에 앉다
have ever been to+장소, ~에 가 본 적이 있다
You’ll be sorry if S+V, ~하면 후회할 거다
What was the name of sth/sb?, ~의 이름이 뭐라고 했죠?
